FileName,FuncName and Var Id,M2R,Dual,M2R \ Dual,Dual\M2R,Comments
mc_direct.c,update_direct_mv_info_temporal-1,"set(['150', '10', '186', '147', '120', '148', '149', '99', '183', '5', '133', '178', '177', '8', '101', '119'])","set(['150', '133', '147', '148', '149', '120', '119'])","set(['10', '99', '183', '5', '8', '178', '177', '186', '101'])",set([]),subset
mc_direct.c,update_direct_mv_info_temporal-8,"set(['186', '8', '5', '183', '10'])",set(['10']),"set(['8', '5', '186', '183'])",set([]),subset
mc_direct.c,update_direct_mv_info_temporal-9,"set(['186', '8', '5', '183'])",set(['8']),"set(['5', '186', '183'])",set([]),subset
lookahead.c,x264_lookahead_init-0,set(['29']),set(['29']),set([]),set([]),subset
lookahead.c,x264_lookahead_init-1,set(['29']),set(['29']),set([]),set([]),subset
lookahead.c,x264_lookahead_init-2,"set(['9', '28', '29'])",set(['9']),"set(['28', '29'])",set([]),subset
lookahead.c,x264_lookahead_encoder_shift-0,"set(['3', '6'])",set(['3']),set(['6']),set([]),subset
lookahead.c,x264_lookahead_shift-0,set(['1']),set(['1']),set([]),set([]),subset
ImageValidator.c,variance-0,set(['1']),set(['1']),set([]),set([]),subset
ImageValidator.c,variance-1,set(['1']),set(['1']),set([]),set([]),subset
ImageValidator.c,read_yuv_file-3,"set(['39', '27', '21', '17', '33', '45', '51', '53'])","set(['39', '27', '21', '33', '45', '51', '53'])",set(['17']),set([]),subset
ImageValidator.c,read_tga_file-2,set(['25']),set(['25']),set([]),set([]),subset
ImageValidator.c,read_tga_file-3,"set(['8', '22'])",set(['8']),set(['22']),set([]),subset
ImageValidator.c,read_tga_file-0,"set(['25', '30'])",set(['30']),set(['25']),set([]),subset
ImageValidator.c,read_tga_file-1,set(['25']),{},set(['25']),set([]),subset
ImageValidator.c,read_yuv_file-0,"set(['33', '39', '27', '45'])","set(['33', '39', '27', '45'])",set([]),set([]),subset
ImageValidator.c,load_image_file-0,{},{},set([]),set([]),subset
ImageValidator.c,read_yuv_file-5,"set(['51', '53'])",set(['53']),set(['51']),set([]),subset
ImageValidator.c,read_yuv_file-1,"set(['32', '39', '27', '44'])","set(['39', '44'])","set(['32', '27'])",set([]),subset
ImageValidator.c,covariance-0,set(['1']),set(['1']),set([]),set([]),subset
ImageValidator.c,covariance-1,set(['1']),set(['1']),set([]),set([]),subset
ImageValidator.c,get_version-1,"set(['7', '6'])","set(['7', '6'])",set([]),set([]),subset
ImageValidator.c,get_version-0,"set(['7', '6'])","set(['7', '6'])",set([]),set([]),subset
ImageValidator.c,dump_tga-2,set(['3']),set(['3']),set([]),set([]),subset
ImageValidator.c,computeSSIM-11,"set(['151', '14', '17'])",set(['17']),"set(['151', '14'])",set([]),subset
ImageValidator.c,dump_tga-0,"set(['3', '6'])",set(['6']),set(['3']),set([]),subset
ImageValidator.c,dump_tga-1,set(['3']),{},set(['3']),set([]),subset
ImageValidator.c,computeSSIM-10,"set(['151', '26', '14', '17', '29'])","set(['26', '29'])","set(['151', '14', '17'])",set([]),subset
ImageValidator.c,computeSSIM-13,"set(['151', '14', '17', '65'])","set(['14', '17', '65'])",set(['151']),set([]),subset
ImageValidator.c,computeSSIM-12,"set(['151', '14', '17'])","set(['14', '17'])",set(['151']),set([]),subset
ImageValidator.c,printUsage-0,set(['2']),set(['2']),set([]),set([]),subset
ImageValidator.c,computeSSIM-15,"set(['151', '14', '17', '70'])","set(['14', '17', '70'])",set(['151']),set([]),subset
ImageValidator.c,computeSSIM-14,"set(['151', '14', '17'])","set(['14', '17'])",set(['151']),set([]),subset
ImageValidator.c,main-4,"set(['101', '105'])",set(['101']),set(['105']),set([]),subset
ImageValidator.c,computeSSIM-16,"set(['151', '14'])",set(['14']),set(['151']),set([]),subset
ImageValidator.c,main-2,"set(['71', '70', '1', '76', '75', '74', '64', '65', '66', '67', '68', '69', '73', '72'])","set(['71', '70', '1', '76', '75', '74', '64', '65', '66', '67', '68', '69', '73', '72'])",set([]),set([]),subset
ImageValidator.c,main-3,"set(['61', '62', '63', '64', '65', '66', '67', '68', '83', '86', '48', '49', '95', '1', '76', '75', '74', '73', '72', '71', '70', '91', '69', '50', '89'])","set(['61', '62', '63', '64', '65', '66', '67', '68', '83', '86', '48', '49', '95', '1', '76', '75', '74', '73', '72', '71', '70', '91', '69', '50', '89'])",set([]),set([]),subset
ImageValidator.c,main-0,{},{},set([]),set([]),subset
ImageValidator.c,main-1,"set(['71', '70', '1', '76', '75', '74', '73', '65', '66', '67', '68', '69', '72'])","set(['71', '70', '1', '76', '75', '74', '73', '65', '66', '67', '68', '69', '72'])",set([]),set([]),subset
ImageValidator.c,mean-0,set(['1']),set(['1']),set([]),set([]),subset
ImageValidator.c,read_yuv_file-2,"set(['39', '27', '51', '17'])","set(['39', '27', '51', '17'])",set([]),set([]),subset
ImageValidator.c,mean-1,set(['1']),set(['1']),set([]),set([]),subset
ImageValidator.c,init_targa-0,set(['12']),set(['12']),set([]),set([]),subset
ImageValidator.c,computeSSIM-5,"set(['151', '14', '17', '75', '72', '87'])",set(['75']),"set(['151', '87', '14', '17', '72'])",set([]),subset
ImageValidator.c,computeSSIM-4,"set(['151', '14', '17', '75', '72', '82', '81', '87'])","set(['82', '81'])","set(['151', '14', '17', '75', '72', '87'])",set([]),subset
ImageValidator.c,computeSSIM-7,"set(['151', '26', '14', '17', '29'])",set(['29']),"set(['151', '26', '14', '17'])",set([]),subset
ImageValidator.c,computeSSIM-6,"set(['87', '151', '14', '17', '72'])",set(['72']),"set(['151', '87', '17', '14'])",set([]),subset
ImageValidator.c,computeSSIM-1,"set(['151', '150', '141'])",set(['141']),"set(['151', '150'])",set([]),subset
ImageValidator.c,computeSSIM-0,set(['151']),set(['151']),set([]),set([]),subset
ImageValidator.c,computeSSIM-3,"set(['151', '108'])",set(['108']),set(['151']),set([]),subset
ImageValidator.c,computeSSIM-2,"set(['151', '100', '101'])","set(['100', '101'])",set(['151']),set([]),subset
ImageValidator.c,computeSSIM-9,"set(['151', '26', '14', '17'])",set(['26']),"set(['151', '14', '17'])",set([]),subset
ImageValidator.c,computeSSIM-8,"set(['151', '150', '26', '14', '17', '72', '87'])","set(['151', '150', '26', '17', '72', '87'])",set(['14']),set([]),subset
ImageValidator.c,read_yuv_file-4,"set(['9', '77', '51'])","set(['9', '77', '51'])",set([]),set([]),subset
analyse.c,x264_macroblock_analyse-34,"set(['468', '464', '467', '466', '461', '305', '463', '288', '274', '278', '280', '282', '490', '284', '492', '286'])","set(['288', '278', '280', '282', '284', '286'])","set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-35,"set(['468', '464', '467', '466', '461', '463', '355', '354', '359', '342', '350', '492', '490', '362', '363', '360', '361'])","set(['354', '350'])","set(['468', '464', '467', '466', '461', '463', '360', '355', '362', '492', '342', '490', '363', '359', '361'])",set([]),subset
analyse.c,x264_macroblock_analyse-36,"set(['468', '464', '467', '466', '461', '463', '320', '492', '362', '363', '490', '361'])",set(['320']),"set(['468', '464', '467', '466', '461', '463', '490', '362', '363', '492', '361'])",set([]),subset
analyse.c,x264_macroblock_analyse-37,"set(['468', '331', '467', '466', '461', '463', '492', '464', '490', '362', '363', '360', '361'])",set(['331']),"set(['468', '464', '467', '466', '461', '463', '362', '360', '490', '363', '492', '361'])",set([]),subset
analyse.c,x264_macroblock_analyse-30,"set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",{},"set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-31,"set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",{},"set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-32,"set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",{},"set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-33,"set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",{},"set(['468', '464', '467', '466', '461', '305', '463', '274', '490', '492'])",set([]),subset
analyse.c,x264_slicetype_decide-2,"set(['60', '61', '39', '133'])","set(['60', '61', '39'])",set(['133']),set([]),subset
analyse.c,x264_slicetype_decide-3,"set(['133', '39', '73', '87'])","set(['39', '73', '87'])",set(['133']),set([]),subset
analyse.c,x264_slicetype_decide-0,"set(['133', '121'])",set(['121']),set(['133']),set([]),subset
analyse.c,x264_slicetype_decide-1,"set(['115', '120', '133'])",set(['115']),"set(['120', '133'])",set([]),subset
analyse.c,x264_slicetype_decide-6,"set(['133', '23', '6'])",set(['6']),"set(['133', '23'])",set([]),subset
analyse.c,x264_slicetype_decide-7,"set(['133', '25', '38'])",set(['25']),"set(['133', '38'])",set([]),subset
analyse.c,x264_slicetype_decide-4,"set(['120', '133', '38', '23'])","set(['120', '133', '38'])",set(['23']),set([]),subset
analyse.c,x264_slicetype_decide-5,"set(['133', '23', '14', '6'])","set(['23', '14', '6'])",set(['133']),set([]),subset
analyse.c,x264_slicetype_analyse-10,"set(['150', '152', '58', '48', '149', '99', '121'])",set(['48']),"set(['150', '152', '58', '149', '99', '121'])",set([]),subset
analyse.c,x264_cabac_mb_ref-0,set(['7']),set(['7']),set([]),set([]),subset
analyse.c,x264_slicetype_analyse-12,set(['12']),set(['12']),set([]),set([]),subset
analyse.c,x264_slicetype_analyse-13,"set(['150', '152', '58', '121', '98', '82', '141', '149', '99', '61', '68', '107', '79'])","set(['150', '152', '121', '141', '149', '99', '98', '107', '79'])","set(['82', '61', '58', '68'])",set([]),subset
analyse.c,x264_slicetype_analyse-14,"set(['150', '152', '58', '121', '149', '99', '98', '84'])","set(['152', '58', '121', '149', '99', '98', '84'])",set(['150']),set([]),subset
analyse.c,x264_slicetype_analyse-15,"set(['150', '121', '152', '107', '149'])","set(['121', '152', '107', '149'])",set(['150']),set([]),subset
analyse.c,x264_macroblock_cache_rect-3,{},{},set([]),set([]),subset
analyse.c,x264_macroblock_cache_rect-2,"set(['33', '37', '36', '35', '29', '34'])","set(['33', '37', '36', '35', '29', '34'])",set([]),set([]),subset
analyse.c,x264_macroblock_cache_rect-1,"set(['33', '37', '36', '35', '29', '34'])","set(['33', '37', '36', '35', '29', '34'])",set([]),set([]),subset
analyse.c,x264_macroblock_cache_rect-0,set(['37']),set(['37']),set([]),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8-4,"set(['1', '13', '15', '17'])","set(['13', '15', '17'])",set(['1']),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8-3,set(['1']),{},set(['1']),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8-2,set(['1']),set(['1']),set([]),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8-1,"set(['1', '4'])",set(['4']),set(['1']),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8-0,"set(['1', '4'])",set(['4']),set(['1']),set([]),subset
analyse.c,x264_macroblock_analyse-0,"set(['458', '459', '468', '443', '464', '467', '466', '461', '460', '456', '457', '463', '490', '492'])",set(['443']),"set(['458', '459', '468', '464', '467', '466', '461', '460', '456', '457', '463', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-1,"set(['39', '468', '467', '42', '43', '40', '41', '193', '6', '490', '492'])","set(['39', '42', '43', '193', '41', '40'])","set(['467', '490', '468', '492', '6'])",set([]),subset
analyse.c,x264_macroblock_analyse-2,"set(['458', '459', '215', '190', '193', '192', '238', '110', '237', '490', '492', '468', '186', '187', '342', '185', '188', '189', '362', '363', '360', '361', '466', '184', '464', '467', '6', '461', '305', '463', '460', '77', '108', '109', '456', '457', '107', '78', '355', '111', '359'])","set(['458', '459', '190', '193', '192', '238', '110', '237', '490', '492', '468', '186', '187', '342', '185', '188', '189', '362', '363', '360', '361', '184', '464', '467', '461', '305', '463', '460', '108', '109', '456', '457', '107', '355', '111', '359'])","set(['77', '466', '215', '78', '6'])",set([]),subset
analyse.c,x264_macroblock_analyse-3,"set(['468', '467', '45', '193', '192', '6', '490', '492'])",set(['45']),"set(['468', '467', '193', '192', '6', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-4,"set(['458', '459', '468', '464', '467', '466', '461', '460', '463', '457', '428', '490', '492'])",set(['428']),"set(['458', '459', '468', '464', '467', '466', '461', '460', '463', '457', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-5,"set(['144', '138', '142', '468', '140', '467', '190', '193', '192', '133', '136', '6', '82', '492', '85', '490', '84', '78'])","set(['144', '138', '142', '140', '133', '136', '82', '78', '84', '85'])","set(['468', '467', '190', '193', '192', '6', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-6,"set(['468', '467', '190', '193', '192', '133', '131', '136', '6', '82', '129', '492', '85', '490', '84', '78'])","set(['133', '131', '136', '82', '129', '78', '84', '85'])","set(['468', '467', '190', '193', '192', '6', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-7,"set(['458', '459', '468', '464', '467', '466', '461', '460', '463', '413', '490', '492'])",set(['413']),"set(['458', '459', '468', '464', '467', '466', '461', '460', '463', '490', '492'])",set([]),subset
analyse.c,x264_macroblock_analyse-8,"set(['458', '459', '451', '452', '453', '456', '457', '490', '492', '428', '421', '423', '422', '409', '408', '468', '443', '464', '467', '466', '461', '460', '463', '410', '438', '413', '436', '437'])","set(['458', '459', '457'])","set(['451', '452', '453', '456', '490', '492', '428', '421', '423', '422', '409', '408', '468', '443', '464', '467', '466', '461', '460', '463', '410', '438', '413', '436', '437'])",set([]),subset
analyse.c,x264_macroblock_analyse-9,"set(['468', '467', '190', '193', '52', '6', '192', '490', '492'])",set(['52']),"set(['468', '467', '190', '193', '192', '6', '490', '492'])",set([]),subset
analyse.c,x264_cabac_mb_intra_chroma_pred_mode-0,"set(['3', '6'])","set(['3', '6'])",set([]),set([]),subset
analyse.c,x264_cabac_mb_cbf_ctxidxinc-4,set(['11']),set(['11']),set([]),set([]),subset
analyse.c,x264_cabac_mb_cbf_ctxidxinc-2,set(['11']),set(['11']),set([]),set([]),subset
analyse.c,x264_cabac_mb_cbf_ctxidxinc-3,set(['11']),set(['11']),set([]),set([]),subset
analyse.c,x264_cabac_mb_cbf_ctxidxinc-0,set(['11']),set(['11']),set([]),set([]),subset
analyse.c,x264_cabac_mb_cbf_ctxidxinc-1,set(['11']),set(['11']),set([]),set([]),subset
analyse.c,x264_cabac_mb_intra4x4_pred_mode-0,"set(['5', '4'])","set(['5', '4'])",set([]),set([]),subset
analyse.c,x264_rd_cost_part-1,set(['12']),set(['12']),set([]),set([]),subset
analyse.c,x264_rd_cost_part-0,set(['12']),set(['12']),set([]),set([]),subset
analyse.c,x264_rd_cost_part-2,"set(['11', '12'])",set(['11']),set(['12']),set([]),subset
analyse.c,x264_analyse_update_cache-1,"set(['44', '21'])",set(['21']),set(['44']),set([]),subset
analyse.c,x264_analyse_update_cache-0,"set(['44', '29'])",set(['29']),set(['44']),set([]),subset
analyse.c,x264_analyse_update_cache-3,"set(['8', '44'])",set(['8']),set(['44']),set([]),subset
analyse.c,x264_analyse_update_cache-2,"set(['44', '2'])",set(['2']),set(['44']),set([]),subset
analyse.c,x264_slicetype_mb_cost-2,"set(['102', '89', '97'])",set(['89']),"set(['102', '97'])",set([]),subset
analyse.c,x264_slicetype_mb_cost-3,"set(['102', '89', '97'])",set(['89']),"set(['102', '97'])",set([]),subset
analyse.c,x264_slicetype_mb_cost-0,"set(['114', '111'])",set(['111']),set(['114']),set([]),subset
analyse.c,x264_slicetype_mb_cost-1,"set(['102', '100', '101'])",set(['100']),"set(['102', '101'])",set([]),subset
analyse.c,x264_slicetype_mb_cost-6,"set(['102', '63'])",set(['63']),set(['102']),set([]),subset
analyse.c,x264_slicetype_mb_cost-7,set(['102']),{},set(['102']),set([]),subset
analyse.c,x264_slicetype_mb_cost-4,"set(['102', '89', '97'])","set(['89', '97'])",set(['102']),set([]),subset
analyse.c,x264_slicetype_mb_cost-5,"set(['102', '75', '70'])",set(['70']),"set(['102', '75'])",set([]),subset
analyse.c,x264_slicetype_mb_cost-8,"set(['39', '47', '37', '29', '40', '34', '61'])","set(['39', '37', '40', '34'])","set(['47', '29', '61'])",set([]),subset
analyse.c,x264_slicetype_mb_cost-9,"set(['61', '29'])",set(['29']),set(['61']),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8_mixed_ref-0,"set(['26', '29', '35'])",set(['35']),"set(['26', '29'])",set([]),subset
analyse.c,x264_slicetype_decide-8,"set(['96', '133', '108', '109', '92', '105'])","set(['108', '92', '105', '96'])","set(['133', '109'])",set([]),subset
analyse.c,x264_slicetype_decide-9,"set(['133', '99', '108', '109', '103', '96'])","set(['99', '103', '108', '96'])","set(['133', '109'])",set([]),subset
analyse.c,x264_mb_transform_8x8_allowed-0,set(['5']),set(['5']),set([]),set([]),subset
analyse.c,x264_subpartition_size_cavlc-0,set(['8']),set(['8']),set([]),set([]),subset
analyse.c,x264_cabac_mb_mvd_cpn-0,"set(['13', '4', '14'])",set(['4']),"set(['13', '14'])",set([]),subset
analyse.c,x264_macroblock_analyse-38,"set(['468', '464', '467', '466', '461', '463', '360', '342', '492', '490', '362', '363', '359', '361'])",set(['342']),"set(['468', '464', '467', '466', '461', '463', '362', '492', '359', '490', '363', '360', '361'])",set([]),subset
analyse.c,x264_mb_analyse_inter_p16x16-0,"set(['19', '31'])","set(['19', '31'])",set([]),set([]),subset
analyse.c,scenecut-5,"set(['28', '5'])",set(['5']),set(['28']),set([]),subset
analyse.c,scenecut-4,"set(['9', '28'])",set(['9']),set(['28']),set([]),subset
analyse.c,scenecut-1,"set(['28', '21'])",set(['21']),set(['28']),set([]),subset
analyse.c,scenecut-0,set(['31']),set(['31']),set([]),set([]),subset
analyse.c,scenecut-3,"set(['9', '18', '28'])",{},"set(['9', '18', '28'])",set([]),subset
analyse.c,scenecut-2,"set(['9', '18', '13', '28'])",set(['13']),"set(['9', '18', '28'])",set([]),subset
analyse.c,bs_size_ue_big-0,set(['3']),set(['3']),set([]),set([]),subset
analyse.c,x264_cabac_mb_ref-1,"set(['3', '7', '6'])","set(['3', '7', '6'])",set([]),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8_mixed_ref-5,set(['26']),set(['26']),set([]),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8_mixed_ref-4,"set(['26', '29'])",set(['29']),set(['26']),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8_mixed_ref-3,"set(['47', '26', '45', '49'])","set(['47', '45', '49'])",set(['26']),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8_mixed_ref-2,set(['1']),set(['1']),set([]),set([]),subset
analyse.c,x264_mb_analyse_inter_b8x8_mixed_ref-1,"set(['26', '29'])",set(['29']),set(['26']),set([]),subset
analyse.c,x264_slicetype_analyse-11,"set(['150', '152', '141', '149', '121', '128', '138'])","set(['128', '121', '138', '141'])","set(['150', '152', '149'])",set([]),subset
analyse.c,x264_cabac_mb_type-1,"set(['47', '45', '48', '49'])","set(['45', '49'])","set(['47', '48'])",set([]),subset
analyse.c,x264_cabac_mb_type-0,"set(['48', '49', '47', '44', '45', '42', '43'])",set(['42']),"set(['48', '49', '47', '44', '45', '43'])",set([]),subset
analyse.c,x264_cabac_mb_type-3,"set(['9', '12', '48', '49'])","set(['9', '12'])","set(['48', '49'])",set([]),subset
analyse.c,x264_cabac_mb_type-2,"set(['25', '49', '29', '48', '47'])","set(['25', '29'])","set(['47', '48', '49'])",set([]),subset
analyse.c,x264_mb_analyse_inter_direct-0,"set(['8', '2'])",set(['2']),set(['8']),set([]),subset
analyse.c,x264_mb_analyse_inter_p16x16-1,set(['4']),set(['4']),set([]),set([]),subset
analyse.c,x264_cabac_mb_cbp_chroma-0,"set(['10', '3', '12', '13', '6'])","set(['10', '3', '12', '13', '6'])",set([]),set([]),subset
analyse.c,scenecut_internal-0,set(['2']),set(['2']),set([]),set([]),subset
analyse.c,scenecut_internal-1,"set(['9', '8'])","set(['9', '8'])",set([]),set([]),subset
analyse.c,x264_slicetype_frame_cost_recalculate-1,"set(['15', '5', '7'])","set(['15', '5', '7'])",set([]),set([]),subset
analyse.c,x264_slicetype_frame_cost_recalculate-0,"set(['5', '7'])",{},"set(['5', '7'])",set([]),subset
analyse.c,x264_rc_analyse_slice-3,"set(['7', '6'])","set(['7', '6'])",set([]),set([]),subset
analyse.c,x264_rc_analyse_slice-2,"set(['7', '6'])","set(['7', '6'])",set([]),set([]),subset
analyse.c,x264_rc_analyse_slice-1,"set(['26', '36', '23'])",set(['26']),"set(['36', '23'])",set([]),subset
analyse.c,x264_rc_analyse_slice-0,"set(['26', '36', '23'])",set(['26']),"set(['36', '23'])",set([]),subset
analyse.c,x264_rc_analyse_slice-6,"set(['36', '23'])",set(['23']),set(['36']),set([]),subset
analyse.c,x264_rc_analyse_slice-5,"set(['36', '23'])",{},"set(['36', '23'])",set([]),subset
analyse.c,x264_rc_analyse_slice-4,"set(['26', '23', '15', '36', '16'])","set(['26', '23', '15', '36', '16'])",set([]),set([]),subset
analyse.c,x264_slicetype_path_cost-4,"set(['1', '32', '33', '35'])","set(['33', '32'])","set(['1', '35'])",set([]),subset
analyse.c,x264_slicetype_path_cost-5,"set(['1', '33', '35'])","set(['1', '33', '35'])",set([]),set([]),subset
analyse.c,x264_slicetype_path_cost-6,"set(['10', '17', '25', '33', '32', '35', '1'])","set(['10', '17', '25', '33', '32', '35', '1'])",set([]),set([]),subset
analyse.c,x264_slicetype_path_cost-7,"set(['1', '33', '35'])","set(['1', '33', '35'])",set([]),set([]),subset
analyse.c,x264_slicetype_path_cost-0,"set(['1', '25', '33', '35', '32'])",set(['25']),"set(['1', '33', '35', '32'])",set([]),subset
analyse.c,x264_slicetype_path_cost-1,"set(['1', '32', '35', '33', '17'])",set(['17']),"set(['1', '32', '33', '35'])",set([]),subset
analyse.c,x264_slicetype_path_cost-2,"set(['1', '10', '33', '35', '32'])",set(['10']),"set(['1', '33', '35', '32'])",set([]),subset
analyse.c,x264_slicetype_path_cost-3,{},{},set([]),set([]),subset
analyse.c,x264_slicetype_path_cost-8,"set(['1', '3', '35'])",set(['3']),"set(['1', '35'])",set([]),subset
analyse.c,quant_trellis_cabac-6,"set(['24', '58', '110', '135', '134', '78'])",set(['78']),"set(['24', '134', '58', '135', '110'])",set([]),subset
analyse.c,quant_trellis_cabac-7,"set(['24', '58', '79', '135', '134', '101', '104', '110'])","set(['135', '101', '104', '79'])","set(['24', '110', '58', '134'])",set([]),subset
analyse.c,quant_trellis_cabac-4,"set(['24', '58', '110', '104', '135', '134', '95', '94', '79', '96'])","set(['95', '94', '104', '96'])","set(['24', '58', '110', '135', '134', '79'])",set([]),subset
analyse.c,quant_trellis_cabac-5,"set(['24', '58', '110', '135', '134', '79'])",set(['79']),"set(['24', '134', '58', '135', '110'])",set([]),subset
analyse.c,quant_trellis_cabac-2,"set(['114', '134'])",set(['114']),set(['134']),set([]),subset
analyse.c,quant_trellis_cabac-3,"set(['24', '58', '110', '104', '135', '134', '92', '95', '94', '79', '96'])","set(['92', '95', '94'])","set(['24', '58', '79', '110', '135', '134', '104', '96'])",set([]),subset
analyse.c,quant_trellis_cabac-0,set(['134']),set(['134']),set([]),set([]),subset
analyse.c,quant_trellis_cabac-1,"set(['126', '134'])",set(['126']),set(['134']),set([]),subset
analyse.c,x264_macroblock_size_cabac-8,"set(['155', '157', '156', '158', '75', '82'])",set(['75']),"set(['82', '158', '155', '157', '156'])",set([]),subset
analyse.c,x264_macroblock_size_cabac-9,"set(['155', '157', '156', '158', '73', '66'])",set(['66']),"set(['73', '158', '155', '157', '156'])",set([]),subset
analyse.c,quant_trellis_cabac-8,"set(['24', '134', '58', '135', '110'])",set(['58']),"set(['24', '110', '135', '134'])",set([]),subset
analyse.c,quant_trellis_cabac-9,"set(['24', '44', '110', '135', '134'])",set(['44']),"set(['24', '110', '135', '134'])",set([]),subset
analyse.c,cavlc_intra4x4_pred_size-0,set(['3']),set(['3']),set([]),set([]),subset
analyse.c,x264_intra_rd_refine-7,"set(['36', '87'])",set(['36']),set(['87']),set([]),subset
analyse.c,x264_intra_rd_refine-6,"set(['13', '23', '33', '47', '57', '30', '36', '34', '88', '2', '73', '72', '54', '9', '8', '41', '86', '87'])","set(['23', '33', '47', '57', '30', '36', '34', '88', '2', '73', '72', '54', '9', '8', '41', '86', '87'])",set(['13']),set([]),subset
