FileName,FuncName and Var Id,M2R,Dual,M2R \ Dual,Dual\M2R,Comments
wasm_application.c,wasm_application_execute_func-6,{},{},set([]),set([]),subset
wasm_application.c,wasm_application_execute_func-7,set(['70']),set(['70']),set([]),set([]),subset
wasm_application.c,wasm_application_execute_func-8,set(['83']),set(['83']),set([]),set([]),subset
wasm_application.c,wasm_application_execute_func-9,{},{},set([]),set([]),subset
wasm_application.c,wasm_application_execute_main-10,set(['37']),set(['37']),set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-10,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-11,"set(['24', '69', '41'])","set(['24', '69', '41'])",set([]),set([]),subset
wasm_runtime.c,clear_wasi_proc_exit_exception-1,{},{},set([]),set([]),subset
wasm_runtime.c,clear_wasi_proc_exit_exception-0,set(['4']),set(['4']),set([]),set([]),subset
wasm_runtime.c,tables_instantiate-5,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,tables_instantiate-4,{},{},set([]),set([]),subset
wasm_runtime.c,tables_instantiate-7,"set(['3', '14'])","set(['3', '14'])",set([]),set([]),subset
wasm_runtime.c,tables_instantiate-6,"set(['3', '14'])","set(['3', '14'])",set([]),set([]),subset
wasm_runtime.c,tables_instantiate-1,{},{},set([]),set([]),subset
wasm_runtime.c,tables_instantiate-0,"set(['10', '3', '14', '25', '21'])","set(['25', '14', '21'])","set(['10', '3'])",set([]),subset
wasm_runtime.c,tables_instantiate-3,"set(['10', '21'])","set(['10', '21'])",set([]),set([]),subset
wasm_runtime.c,tables_instantiate-2,{},{},set([]),set([]),subset
wasm_runtime.c,tables_instantiate-8,{},{},set([]),set([]),subset
wasm_runtime.c,tables_deinstantiate-0,set(['2']),set(['2']),set([]),set([]),subset
wasm_runtime.c,memory_instantiate-6,{},{},set([]),set([]),subset
wasm_runtime.c,memory_instantiate-5,"set(['27', '28', '4', '22', '21'])","set(['27', '28', '4', '22', '21'])",set([]),set([]),subset
wasm_runtime.c,memory_instantiate-4,"set(['26', '27', '28'])","set(['26', '27', '28'])",set([]),set([]),subset
wasm_runtime.c,memory_instantiate-3,"set(['27', '28'])","set(['27', '28'])",set([]),set([]),subset
wasm_runtime.c,memory_instantiate-2,set(['28']),set(['28']),set([]),set([]),subset
wasm_runtime.c,memory_instantiate-1,set(['39']),set(['39']),set([]),set([]),subset
wasm_runtime.c,memory_instantiate-0,set(['49']),set(['49']),set([]),set([]),subset
wasm_runtime.c,memory_instantiate-9,"set(['18', '22'])","set(['18', '22'])",set([]),set([]),subset
wasm_runtime.c,memory_instantiate-8,set(['18']),set(['18']),set([]),set([]),subset
wasm_runtime.c,wasm_enlarge_memory-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_module_free-0,set(['14']),set(['14']),set([]),set([]),subset
wasm_runtime.c,wasm_validate_app_addr-0,set(['8']),set(['8']),set([]),set([]),subset
wasm_runtime.c,wasm_validate_app_addr-1,{},{},set([]),set([]),subset
wasm_runtime.c,memories_instantiate-5,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,export_functions_instantiate-4,"set(['3', '6'])","set(['3', '6'])",set([]),set([]),subset
wasm_runtime.c,export_functions_instantiate-0,set(['9']),set(['9']),set([]),set([]),subset
wasm_runtime.c,export_functions_instantiate-1,{},{},set([]),set([]),subset
wasm_runtime.c,export_functions_instantiate-2,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,export_functions_instantiate-3,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,execute_post_inst_function-3,set(['1']),set(['1']),set([]),set([]),subset
wasm_runtime.c,execute_post_inst_function-2,set(['6']),set(['6']),set([]),set([]),subset
wasm_runtime.c,execute_post_inst_function-1,{},{},set([]),set([]),subset
wasm_runtime.c,execute_post_inst_function-0,set(['12']),set(['12']),set([]),set([]),subset
wasm_runtime.c,wasm_lookup_function-2,set(['1']),set(['1']),set([]),set([]),subset
wasm_runtime.c,check_global_init_expr-0,set(['6']),set(['6']),set([]),set([]),subset
wasm_runtime.c,memory_instantiate-10,"set(['27', '28', '22'])","set(['27', '28', '22'])",set([]),set([]),subset
wasm_runtime.c,wasm_get_exception-0,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,wasm_enlarge_memory-0,set(['30']),set(['30']),set([]),set([]),subset
wasm_runtime.c,wasm_enlarge_memory-3,set(['25']),set(['25']),set([]),set([]),subset
wasm_runtime.c,wasm_enlarge_memory-2,"set(['28', '29'])","set(['28', '29'])",set([]),set([]),subset
wasm_runtime.c,memories_deinstantiate-0,set(['2']),set(['2']),set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-8,set(['9']),set(['9']),set([]),set([]),subset
wasm_runtime.c,get_export_count-0,set(['1']),set(['1']),set([]),set([]),subset
wasm_runtime.c,get_export_count-1,"set(['1', '4'])","set(['1', '4'])",set([]),set([]),subset
wasm_runtime.c,get_export_count-2,set(['1']),set(['1']),set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-9,set(['24']),set(['24']),set([]),set([]),subset
wasm_runtime.c,wasm_get_app_addr_range-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_get_app_addr_range-0,set(['9']),set(['9']),set([]),set([]),subset
wasm_runtime.c,globals_instantiate-3,"set(['10', '3'])","set(['10', '3'])",set([]),set([]),subset
wasm_runtime.c,globals_instantiate-2,"set(['10', '3', '23'])","set(['10', '3', '23'])",set([]),set([]),subset
wasm_runtime.c,globals_instantiate-1,set(['23']),set(['23']),set([]),set([]),subset
wasm_runtime.c,globals_instantiate-0,"set(['10', '27', '23'])",set(['27']),"set(['10', '23'])",set([]),subset
wasm_runtime.c,globals_instantiate-5,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,globals_instantiate-4,"set(['10', '3'])","set(['10', '3'])",set([]),set([]),subset
wasm_runtime.c,wasm_value_type_size-0,set(['7']),set(['7']),set([]),set([]),subset
wasm_runtime.c,wasm_lookup_function-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_lookup_function-0,set(['7']),set(['7']),set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-1,{},{},set([]),set([]),subset
wasm_runtime.c,memory_instantiate-7,"set(['14', '16'])","set(['14', '16'])",set([]),set([]),subset
wasm_runtime.c,wasm_create_exec_env_singleton-0,set(['5']),set(['5']),set([]),set([]),subset
wasm_runtime.c,wasm_create_exec_env_singleton-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_create_exec_env_singleton-2,{},{},set([]),set([]),subset
wasm_runtime.c,memories_instantiate-1,set(['7']),set(['7']),set([]),set([]),subset
wasm_runtime.c,memories_instantiate-0,"set(['3', '21', '7'])",set(['21']),"set(['3', '7'])",set([]),subset
wasm_runtime.c,memories_instantiate-3,"set(['11', '3'])","set(['11', '3'])",set([]),set([]),subset
wasm_runtime.c,memories_instantiate-2,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_get_native_addr_range-0,set(['10']),set(['10']),set([]),set([]),subset
wasm_runtime.c,wasm_get_native_addr_range-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_addr_native_to_app-0,set(['6']),set(['6']),set([]),set([]),subset
wasm_runtime.c,wasm_addr_native_to_app-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_addr_app_to_native-0,set(['6']),set(['6']),set([]),set([]),subset
wasm_runtime.c,wasm_addr_app_to_native-1,{},{},set([]),set([]),subset
wasm_runtime.c,execute_malloc_function-1,set(['2']),set(['2']),set([]),set([]),subset
wasm_runtime.c,execute_malloc_function-0,set(['5']),set(['5']),set([]),set([]),subset
wasm_runtime.c,functions_instantiate-2,"set(['3', '7'])","set(['3', '7'])",set([]),set([]),subset
wasm_runtime.c,functions_instantiate-3,"set(['3', '7'])","set(['3', '7'])",set([]),set([]),subset
wasm_runtime.c,functions_instantiate-0,set(['11']),set(['11']),set([]),set([]),subset
wasm_runtime.c,functions_instantiate-1,{},{},set([]),set([]),subset
wasm_runtime.c,functions_instantiate-4,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,memories_instantiate-4,"set(['11', '3'])","set(['11', '3'])",set([]),set([]),subset
wasm_runtime.c,execute_start_function-0,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,execute_start_function-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_create_exec_env_and_call_function-0,set(['3']),set(['3']),set([]),set([]),subset
wasm_runtime.c,wasm_create_exec_env_and_call_function-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_call_indirect-5,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_call_indirect-4,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_call_indirect-3,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_call_indirect-2,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_call_indirect-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_call_indirect-0,set(['10']),set(['10']),set([]),set([]),subset
wasm_runtime.c,wasm_module_realloc-2,set(['4']),set(['4']),set([]),set([]),subset
wasm_runtime.c,wasm_module_realloc-0,set(['13']),set(['13']),set([]),set([]),subset
wasm_runtime.c,wasm_module_realloc-1,{},{},set([]),set([]),subset
wasm_runtime.c,runtime_malloc-0,set(['4']),set(['4']),set([]),set([]),subset
wasm_runtime.c,runtime_malloc-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_module_malloc-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_module_malloc-0,set(['22']),set(['22']),set([]),set([]),subset
wasm_runtime.c,wasm_module_malloc-3,"set(['13', '12'])","set(['13', '12'])",set([]),set([]),subset
wasm_runtime.c,wasm_module_malloc-2,"set(['13', '12'])","set(['13', '12'])",set([]),set([]),subset
wasm_runtime.c,wasm_validate_native_addr-1,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_validate_native_addr-0,set(['9']),set(['9']),set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-0,set(['114']),set(['114']),set([]),set([]),subset
wasm_runtime.c,check_linked_symbol-0,"set(['1', '7'])","set(['1', '7'])",set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-2,{},{},set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-3,set(['95']),set(['95']),set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-4,set(['4']),set(['4']),set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-5,"set(['90', '62'])","set(['90', '62'])",set([]),set([]),subset
wasm_runtime.c,wasm_instantiate-6,set(['35']),{},set(['35']),set([]),subset
wasm_runtime.c,wasm_instantiate-7,"set(['24', '32'])","set(['24', '32'])",set([]),set([]),subset
bh_common.c,wa_strdup-0,set(['10']),set(['10']),set([]),set([]),subset
bh_common.c,b_memmove_s-1,{},{},set([]),set([]),subset
bh_common.c,b_strcat_s-0,set(['6']),set(['6']),set([]),set([]),subset
bh_common.c,bh_strdup-0,set(['10']),set(['10']),set([]),set([]),subset
bh_common.c,b_strcpy_s-0,set(['6']),set(['6']),set([]),set([]),subset
bh_common.c,b_memcpy_s-1,{},{},set([]),set([]),subset
bh_common.c,b_memcpy_s-0,set(['9']),set(['9']),set([]),set([]),subset
bh_common.c,b_memmove_s-0,set(['9']),set(['9']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_prestat_get-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_prestat_get-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_path_create_directory-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_create_directory-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_clock_time_get-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_clock_time_get-1,{},{},set([]),set([]),subset
posix.c,convert_errno-0,set(['5']),set(['5']),set([]),set([]),subset
posix.c,fd_readdir_put-0,set(['2']),set(['2']),set([]),set([]),subset
posix.c,fd_prestats_grow-0,"set(['32', '29'])",set(['32']),set(['29']),set([]),subset
posix.c,fd_prestats_grow-1,set(['24']),set(['24']),set([]),set([]),subset
posix.c,fd_prestats_grow-2,set(['29']),set(['29']),set([]),set([]),subset
posix.c,fd_prestats_grow-3,set(['6']),set(['6']),set([]),set([]),subset
posix.c,wasmtime_ssp_sock_shutdown-2,set(['5']),set(['5']),set([]),set([]),subset
posix.c,wasmtime_ssp_sock_shutdown-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_sock_shutdown-0,"set(['11', '10', '12'])","set(['11', '10', '12'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_open-6,"set(['55', '54', '53'])","set(['55', '54', '53'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_open-4,"set(['11', '5'])","set(['11', '5'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_open-5,"set(['11', '13', '15', '21', '17', '19', '28', '5', '7', '9'])","set(['11', '13', '15', '21', '17', '19', '28', '5', '7', '9'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_read-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_read-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_open-0,"set(['38', '59', '58', '55', '44', '57'])","set(['44', '59', '57', '58'])","set(['55', '38'])",set([]),subset
posix.c,wasmtime_ssp_path_open-1,"set(['55', '38'])","set(['55', '38'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pwrite-6,set(['25']),set(['25']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pwrite-4,set(['7']),set(['7']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pwrite-5,"set(['25', '27'])",set(['27']),set(['25']),set([]),subset
posix.c,wasmtime_ssp_fd_pwrite-2,set(['14']),set(['14']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pwrite-3,set(['7']),set(['7']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pwrite-0,"set(['25', '31', '30', '32'])","set(['32', '31', '30'])",set(['25']),set([]),subset
posix.c,wasmtime_ssp_fd_pwrite-1,set(['14']),set(['14']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_fdstat_get-0,"set(['15', '16'])","set(['15', '16'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_fdstat_get-1,{},{},set([]),set([]),subset
posix.c,readlinkat_dup-2,"set(['1', '18', '19'])","set(['1', '18', '19'])",set([]),set([]),subset
posix.c,fd_table_grow-3,set(['6']),set(['6']),set([]),set([]),subset
posix.c,fd_table_grow-2,set(['29']),set(['29']),set([]),set([]),subset
posix.c,fd_table_grow-1,set(['24']),set(['24']),set([]),set([]),subset
posix.c,fd_determine_type_rights-1,set(['21']),set(['21']),set([]),set([]),subset
posix.c,fd_object_get_locked-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,wasmtime_ssp_path_remove_directory-0,"set(['9', '8'])","set(['9', '8'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_readdir-2,set(['29']),set(['29']),set([]),set([]),subset
posix.c,wasmtime_ssp_clock_res_get-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_clock_res_get-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_sock_recv-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_sock_recv-0,"set(['11', '12'])","set(['11', '12'])",set([]),set([]),subset
posix.c,wasmtime_ssp_sock_recv-2,"set(['2', '4'])","set(['2', '4'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_datasync-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,fd_object_get_locked-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_readdir-0,"set(['33', '32', '12', '29'])","set(['33', '32'])","set(['12', '29'])",set([]),subset
posix.c,cond_init_realtime-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_advise-0,set(['4']),set(['4']),set([]),set([]),subset
posix.c,readlinkat_dup-3,"set(['1', '18', '19'])","set(['1', '18', '19'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pread-4,set(['10']),set(['10']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pread-5,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pread-0,"set(['8', '42', '43', '40', '41'])","set(['8', '42', '43', '40', '41'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pread-1,set(['19']),set(['19']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pread-2,set(['19']),set(['19']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_pread-3,set(['10']),set(['10']),set([]),set([]),subset
posix.c,convert_timespec-0,set(['5']),set(['5']),set([]),set([]),subset
posix.c,fd_table_unused-0,"set(['1', '4'])",{},"set(['1', '4'])",set([]),subset
posix.c,fd_table_unused-1,set(['4']),set(['4']),set([]),set([]),subset
posix.c,wasmtime_ssp_args_get-0,set(['1']),set(['1']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_sync-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_sync-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_sched_yield-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,fd_table_insert_fd-1,{},{},set([]),set([]),subset
posix.c,fd_table_insert_fd-0,set(['7']),set(['7']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_filestat_set_times-0,"set(['9', '8', '7'])","set(['9', '8', '7'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_filestat_set_times-0,"set(['11', '13', '12'])","set(['11', '13', '12'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_filestat_set_times-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_seek-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_seek-0,"set(['13', '12', '14'])","set(['13', '12', '14'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_readdir-1,set(['6']),set(['6']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_seek-2,set(['5']),set(['5']),set([]),set([]),subset
posix.c,fd_table_destroy-0,set(['2']),set(['2']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_prestat_dir_name-0,set(['11']),set(['11']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_prestat_dir_name-1,{},{},set([]),set([]),subset
posix.c,fd_table_get_entry-0,"set(['9', '8'])","set(['9', '8'])",set([]),set([]),subset
posix.c,fd_table_get_entry-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_filestat_get-0,"set(['8', '7'])","set(['8', '7'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_filestat_get-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_path_unlink_file-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_path_unlink_file-0,"set(['11', '12'])","set(['11', '12'])",set([]),set([]),subset
posix.c,fd_prestats_destroy-0,set(['2']),set(['2']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_write-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_write-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_open-2,{},{},set([]),set([]),subset
posix.c,readlinkat_dup-4,"set(['1', '19'])","set(['1', '19'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_fdstat_set_rights-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_fdstat_set_rights-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,readlinkat_dup-0,"set(['1', '18', '19'])","set(['19', '18'])",set(['1']),set([]),subset
posix.c,readlinkat_dup-1,"set(['19', '18'])","set(['19', '18'])",set([]),set([]),subset
posix.c,fd_prestats_insert-0,set(['5']),set(['5']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_datasync-1,{},{},set([]),set([]),subset
posix.c,convert_clockid-0,set(['6']),set(['6']),set([]),set([]),subset
posix.c,wasmtime_ssp_path_readlink-0,"set(['15', '14'])","set(['15', '14'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_close-0,"set(['8', '3', '7'])","set(['8', '7'])",set(['3']),set([]),subset
posix.c,wasmtime_ssp_fd_close-1,set(['3']),set(['3']),set([]),set([]),subset
posix.c,fd_table_init-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,validate_path-0,set(['13']),set(['13']),set([]),set([]),subset
posix.c,validate_path-1,{},{},set([]),set([]),subset
posix.c,validate_path-2,set(['3']),set(['3']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_renumber-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_renumber-0,"set(['11', '13', '12', '5'])","set(['11', '13', '12'])",set(['5']),set([]),subset
posix.c,wasmtime_ssp_fd_renumber-3,set(['2']),set(['2']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_renumber-2,set(['5']),set(['5']),set([]),set([]),subset
posix.c,wasmtime_ssp_proc_raise-0,set(['8']),set(['8']),set([]),set([]),subset
posix.c,wasmtime_ssp_path_readlink-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_path_symlink-0,"set(['9', '10', '11'])","set(['9', '10', '11'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_symlink-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_path_remove_directory-1,{},{},set([]),set([]),subset
posix.c,fd_table_insert-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,wasmtime_ssp_poll_oneoff-5,"set(['46', '47'])","set(['46', '47'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_open-3,"set(['19', '24', '15', '21'])","set(['19', '24', '15', '21'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_tell-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_tell-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_fdstat_set_flags-0,"set(['15', '16'])","set(['15', '16'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_fdstat_set_flags-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_fdstat_set_flags-2,"set(['8', '2', '4', '10', '6'])","set(['8', '2', '4', '10', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_link-2,set(['15']),set(['15']),set([]),set([]),subset
posix.c,wasmtime_ssp_path_link-3,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_path_link-0,"set(['20', '15', '21', '22'])","set(['20', '21', '22'])",set(['15']),set([]),subset
posix.c,wasmtime_ssp_path_link-1,"set(['15', '14', '17'])","set(['15', '14', '17'])",set([]),set([]),subset
posix.c,wasmtime_ssp_environ_get-0,set(['1']),set(['1']),set([]),set([]),subset
posix.c,wasmtime_ssp_sock_send-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_filestat_set_size-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_filestat_set_size-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,fd_prestats_init-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_allocate-0,"set(['9', '8'])","set(['9', '8'])",set([]),set([]),subset
posix.c,wasmtime_ssp_fd_allocate-1,set(['5']),set(['5']),set([]),set([]),subset
posix.c,wasmtime_ssp_fd_allocate-2,{},{},set([]),set([]),subset
posix.c,fd_table_insert_existing-0,set(['11']),set(['11']),set([]),set([]),subset
posix.c,fd_table_insert_existing-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_poll_oneoff-1,set(['78']),set(['78']),set([]),set([]),subset
posix.c,wasmtime_ssp_poll_oneoff-0,"set(['13', '86', '87', '85'])","set(['13', '86', '87', '85'])",set([]),set([]),subset
posix.c,wasmtime_ssp_poll_oneoff-3,set(['54']),set(['54']),set([]),set([]),subset
posix.c,wasmtime_ssp_poll_oneoff-2,"set(['60', '61'])","set(['60', '61'])",set([]),set([]),subset
posix.c,fd_prestats_get_entry-1,{},{},set([]),set([]),subset
posix.c,fd_prestats_get_entry-0,"set(['5', '6'])","set(['5', '6'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_rename-0,"set(['9', '8', '7'])","set(['9', '8', '7'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_rename-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_poll_oneoff-8,"set(['24', '36'])","set(['24', '36'])",set([]),set([]),subset
posix.c,convert_timestamp-0,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_fd_filestat_set_times-1,{},{},set([]),set([]),subset
posix.c,fd_object_new-0,set(['3']),set(['3']),set([]),set([]),subset
posix.c,fd_determine_type_rights-0,"set(['21', '35'])","set(['21', '35'])",set([]),set([]),subset
posix.c,wasmtime_ssp_path_rename-2,{},{},set([]),set([]),subset
posix.c,fd_table_grow-0,"set(['32', '29'])",set(['32']),set(['29']),set([]),subset
posix.c,wasmtime_ssp_poll_oneoff-4,set(['77']),set(['77']),set([]),set([]),subset
posix.c,wasmtime_ssp_path_filestat_get-1,{},{},set([]),set([]),subset
posix.c,wasmtime_ssp_path_filestat_get-0,"set(['25', '26'])","set(['25', '26'])",set([]),set([]),subset
posix.c,wasmtime_ssp_poll_oneoff-7,set(['24']),set(['24']),set([]),set([]),subset
