FileName,TotalInstm2r,TotalInstdual,PhiInsertedm2r,PhiInserteddual,Phim2r,Phidual
"('SDL_blit_copy.c', 97)",285,285,29,29,0,0
"('SDL_fillrect.c', 263)",599,575,104,80,0,0
"('SDL_thread.c', 89)",489,479,48,35,0,0
"('SDL_shaders_gles2.c', 67)",22,22,1,1,0,0
"('SDL_sysloadso.c', 277)",48,48,1,1,0,0
"('SDL_yuv_sw.c', 218)",1139,1118,75,52,0,0
"('s_copysign.c', 206)",45,45,0,0,0,0
"('e_fmod.c', 195)",333,327,61,55,0,0
"('s_scalbn.c', 210)",123,123,8,8,0,0
"('SDL_rotate.c', 75)",1513,1485,91,68,0,0
"('SDL_render.c', 57)",9996,9787,699,484,0,0
"('SDL_hidapi_xbox360w.c', 293)",563,563,9,9,0,0
"('SDL_thread.c', 249)",489,479,48,35,0,0
"('SDL_cocoaclipboard.m', 142)",116,115,6,5,0,0
"('SDL_shaders_gles2.c', 227)",22,22,1,1,0,0
"('SDL_dataqueue.c', 5)",503,488,58,43,0,0
"('SDL_syspower.c', 138)",267,265,25,23,0,0
"('SDL_syssem.c', 160)",177,175,12,10,0,0
"('k_rem_pio2.c', 42)",654,636,91,73,0,0
"('SDL_cpuinfo.c', 177)",789,760,58,29,0,0
"('yuv_rgb.c', 111)",25973,25244,1305,576,0,0
"('SDL_error.c', 166)",72,72,1,1,0,0
"('s_scalbn.c', 50)",123,123,8,8,0,0
"('s_cos.c', 207)",59,59,2,2,0,0
"('SDL_mfijoystick.m', 297)",3563,3535,188,150,0,0
"('SDL_hidapi_ps5.c', 287)",1891,1877,54,38,0,0
"('SDL_haptic.c', 191)",825,813,70,58,0,0
"('SDL_rwopsbundlesupport.m', 162)",45,45,4,4,0,0
"('SDL_dummysensor.c', 161)",12,12,0,0,0,0
"('SDL_triangle.c', 76)",4607,4153,775,320,0,0
"('SDL_syscond.c', 319)",124,122,12,10,0,0
"('SDL_spinlock.c', 170)",22,22,2,2,0,0
"('s_tan.c', 52)",40,40,2,2,0,0
"('SDL_virtualjoystick.c', 117)",457,456,33,32,0,0
"('SDL_cpuinfo.c', 17)",789,760,58,29,0,0
"('SDL_malloc.c', 84)",96,96,5,5,0,0
"('s_sin.c', 211)",59,59,2,2,0,0
"('e_pow.c', 38)",717,691,79,53,0,0
"('SDL_string.c', 87)",417,416,45,44,0,0
"('SDL_coreaudio.m', 283)",1753,1696,134,77,0,0
"('SDL_dynapi.c', 18)",6904,6904,6,6,0,0
"('SDL_rwops.c', 30)",651,647,45,41,0,0
"('SDL_systimer.c', 301)",143,143,3,3,0,0
"('SDL_triangle.c', 236)",4607,4153,775,320,0,0
"('SDL_mouse.c', 185)",1917,1886,154,117,0,0
"('SDL_atomic.c', 169)",38,38,0,0,0,0
"('SDL_dummyaudio.c', 114)",31,31,0,0,0,0
"('SDL_locale.c', 213)",132,130,20,18,0,0
"('SDL_iconv.c', 243)",153,146,32,25,0,0
"('SDL_joystick.c', 274)",4025,3980,316,266,0,0
"('SDL_hidapi_luna.c', 124)",761,748,33,19,0,0
"('SDL_clipboard.c', 100)",80,79,10,9,0,0
"('SDL_cocoametalview.m', 146)",417,417,2,2,0,0
"('SDL_hidapi_xbox360.c', 292)",479,477,21,19,0,0
"('SDL_cocoametalview.m', 307)",417,417,2,2,0,0
"('SDL_blit.c', 252)",594,594,23,23,0,0
"('SDL_stretch.c', 106)",1258,1243,70,55,0,0
"('SDL_blendfillrect.c', 69)",13594,11832,2412,650,0,0
"('SDL_string.c', 247)",417,416,45,44,0,0
"('SDL_stretch.c', 267)",1258,1243,70,55,0,0
"('e_log10.c', 37)",89,89,8,8,0,0
"('SDL_virtualjoystick.c', 278)",457,456,33,32,0,0
"('SDL_sysurl.m', 282)",11,11,0,0,0,0
"('SDL_audiotypecvt.c', 14)",1443,1436,124,117,0,0
"('e_exp.c', 194)",202,199,20,17,0,0
"('e_rem_pio2.c', 199)",319,312,28,21,0,0
"('SDL_sensor.c', 240)",605,596,52,43,0,0
"('SDL_nullvideo.c', 120)",74,74,6,6,0,0
"('SDL_sysloadso.c', 116)",48,48,1,1,0,0
"('SDL_systls.c', 159)",57,57,2,2,0,0
"('SDL_mouse.c', 25)",1917,1886,154,117,0,0
"('SDL_cocoashape.m', 151)",210,210,0,0,0,0
"('SDL.c', 163)",394,393,33,32,0,0
"('SDL_dummyaudio.c', 275)",31,31,0,0,0,0
"('SDL_nullevents.c', 279)",1,1,0,0,0,0
"('SDL_syslocale.m', 300)",66,64,12,10,0,0
"('SDL_nullframebuffer.c', 280)",61,61,4,4,0,0
"('SDL_systls.c', 320)",57,57,2,2,0,0
"('SDL_log.c', 8)",298,297,12,11,0,0
"('SDL_hints.c', 7)",314,309,23,18,0,0
"('SDL_shape.c', 266)",772,772,39,39,0,0
"('SDL_pixels.c', 264)",2319,2306,95,82,0,0
"('SDL_sysmutex.c', 318)",79,78,9,8,0,0
"('SDL_keyboard.c', 184)",870,863,47,40,0,0
"('SDL_blit_auto.c', 257)",19369,17583,3572,1786,0,0
"('SDL_blit_N.c', 256)",27405,-1,2378,-1,0,-1
"('SDL_shape.c', 105)",772,772,39,39,0,0
"('s_floor.c', 49)",137,136,28,27,0,0
"('SDL_blit_copy.c', 258)",285,285,29,29,0,0
"('SDL_windowevents.c', 188)",330,329,10,9,0,0
"('SDL_syspower.c', 299)",267,265,25,23,0,0
"('SDL_render_metal.m', 155)",4249,4216,164,126,0,0
"('SDL_touch.c', 187)",791,764,72,45,0,0
"('SDL_cocoawindow.m', 315)",5341,5292,158,107,0,0
"('SDL_gesture.c', 23)",1613,1574,139,100,0,0
"('SDL_url.c', 214)",8,8,1,1,0,0
"('SDL_quit.c', 26)",79,79,1,1,0,0
"('SDL_hidapi_stadia.c', 128)",446,437,23,14,0,0
"('SDL_shaders_gl.c', 64)",390,387,16,13,0,0
"('SDL_iokitjoystick.c', 135)",1448,1426,113,91,0,0
"('SDL_hidapi_switch.c', 130)",2560,2530,114,84,0,0
"('k_cos.c', 41)",76,75,4,3,0,0
"('SDL_render_gles2.c', 226)",4716,4644,254,181,0,0
"('SDL_vulkan_utils.c', 109)",710,656,106,50,0,0
"('SDL_systhread.c', 156)",219,218,8,7,0,0
"('SDL_syslocale.m', 139)",66,64,12,10,0,0
"('SDL_assert.c', 164)",359,356,22,19,0,0
"('SDL_sysurl.m', 121)",11,11,0,0,0,0
"('s_floor.c', 209)",137,136,28,27,0,0
"('SDL_cocoaopengl.m', 310)",920,916,31,26,0,0
"('SDL_render_metal.m', 316)",4249,4216,164,126,0,0
"('SDL_dropevents.c', 181)",108,107,10,7,0,0
"('SDL_clipboard.c', 261)",80,79,10,9,0,0
"('SDL_wave.c', 176)",3473,3419,196,142,0,0
"('e_fmod.c', 35)",333,327,61,55,0,0
"('SDL_blendfillrect.c', 229)",13594,11832,2412,650,0,0
"('SDL_quit.c', 186)",79,79,1,1,0,0
"('k_tan.c', 44)",181,176,18,13,0,0
"('yuv_rgb.c', 272)",25973,25244,1305,576,0,0
"('SDL_timer.c', 90)",423,416,38,30,0,0
"('SDL_qsort.c', 245)",2,2,0,0,0,0
"('SDL_cocoakeyboard.m', 144)",810,804,23,17,0,0
"('k_sin.c', 203)",49,49,2,2,0,0
"('SDL_log.c', 168)",298,297,12,11,0,0
"('SDL_hidapi_luna.c', 285)",761,748,33,19,0,0
"('SDL_mixer.c', 175)",403,375,79,51,0,0
"('e_rem_pio2.c', 39)",319,312,28,21,0,0
"('SDL_yuv.c', 271)",4516,4440,408,334,0,0
"('s_tan.c', 212)",40,40,2,2,0,0
"('SDL_blit_0.c', 93)",1736,1680,183,129,0,0
"('e_log10.c', 197)",89,89,8,8,0,0
"('SDL_iokitjoystick.c', 296)",1448,1426,113,91,0,0
"('s_sin.c', 51)",59,59,2,2,0,0
"('SDL_syssem.c', 321)",177,175,12,10,0,0
"('SDL_cocoaopengl.m', 149)",920,916,31,26,0,0
"('SDL_blit_slow.c', 259)",1409,1390,80,61,0,0
"('SDL_shaders_gl.c', 224)",390,387,16,13,0,0
"('e_exp.c', 34)",202,199,20,17,0,0
"('SDL_RLEaccel.c', 91)",8751,7351,2453,1052,0,0
"('SDL_hidapi_rumble.c', 127)",322,321,13,12,0,0
"('SDL_dummysensor.c', 322)",12,12,0,0,0,0
"('SDL_cocoaclipboard.m', 303)",116,115,6,5,0,0
"('SDL_blit_1.c', 94)",7173,7106,617,550,0,0
"('SDL_syscond.c', 158)",124,122,12,10,0,0
"('SDL_audio.c', 171)",2318,2287,164,131,0,0
"('SDL_atomic.c', 9)",38,38,0,0,0,0
"('SDL_cocoavulkan.m', 153)",277,263,40,27,0,0
"('SDL_cocoaevents.m', 304)",1037,1022,45,30,0,0
"('SDL_blit_slow.c', 98)",1409,1390,80,61,0,0
"('SDL_systhread.c', 317)",219,218,8,7,0,0
"('SDL_strtokr.c', 248)",2,2,0,0,0,0
"('SDL_dataqueue.c', 165)",503,488,58,43,0,0
"('SDL_nullevents.c', 118)",1,1,0,0,0,0
"('SDL_clipboardevents.c', 19)",17,17,1,1,0,0
"('k_sin.c', 43)",49,49,2,2,0,0
"('SDL_nullvideo.c', 281)",74,74,6,6,0,0
"('SDL_rect.c', 104)",830,802,149,125,0,0
"('SDL_rwopsbundlesupport.m', 2)",45,45,4,4,0,0
"('SDL_cocoavulkan.m', 314)",277,263,40,27,0,0
"('SDL_drawline.c', 232)",1936,1549,588,201,0,0
"('SDL_error.c', 6)",72,72,1,1,0,0
FinalResults,568720,497571,56348,28248,0,-2
