FileName,TotalInstm2r,TotalInstdual,PhiInsertedm2r,PhiInserteddual,Phim2r,Phidual
"('SDL_render_gl.c', 223)",4336,4335,111,110,0,0
"('SDL_video.c', 269)",8295,8285,247,235,0,0
"('s_copysign.c', 46)",45,45,0,0,0,0
"('SDL_cocoamodes.m', 308)",1203,1199,40,37,0,0
"('SDL_malloc.c', 244)",96,96,5,5,0,0
"('SDL_crc32.c', 81)",34,34,4,4,0,0
"('SDL_blit_1.c', 254)",6914,6914,357,357,0,0
"('SDL_egl.c', 262)",2308,2307,88,87,0,0
"('SDL_diskaudio.c', 115)",233,233,5,5,0,0
"('SDL_blendline.c', 230)",19455,19439,1589,1573,0,0
"('SDL_hidapijoystick.c', 134)",1416,1412,60,55,0,0
"('SDL_surface.c', 268)",2978,2978,137,134,0,0
"('SDL_hidapi_xboxone.c', 133)",1682,1679,49,46,0,0
"('SDL_mfijoystick.m', 136)",3525,3521,140,128,0,0
"('s_atan.c', 45)",153,153,10,10,0,0
"('SDL_stdlib.c', 246)",184,184,0,0,0,0
"('SDL_gesture.c', 183)",1564,1560,83,79,0,0
"('SDL_pixels.c', 103)",2291,2291,58,58,0,0
"('SDL_hidapi_xboxone.c', 294)",1682,1679,49,46,0,0
"('SDL_hidapi.c', 192)",2119,2110,92,85,0,0
"('s_fabs.c', 208)",30,30,0,0,0,0
"('SDL_hidapi_ps4.c', 286)",1664,1664,41,41,0,0
"('SDL_fillrect.c', 102)",560,560,64,64,0,0
"('SDL_syshaptic.c', 137)",1991,1990,56,55,0,0
"('SDL_touch.c', 27)",762,762,32,32,0,0
"('SDL_rwops.c', 190)",641,641,26,26,0,0
"('SDL_getenv.c', 82)",25,25,2,2,0,0
"('SDL_cocoavideo.m', 152)",382,382,6,6,0,0
"('SDL_crc32.c', 241)",34,34,4,4,0,0
"('SDL_blit.c', 92)",593,593,19,19,0,0
"('s_fabs.c', 48)",30,30,0,0,0,0
"('SDL_hidapi_xbox360w.c', 132)",563,563,5,5,0,0
"('SDL_qsort.c', 85)",2,2,0,0,0,0
"('SDL_cocoaopengles.m', 311)",141,141,4,4,0,0
"('SDL_render_gles2.c', 66)",4600,4598,118,115,0,0
"('SDL_stdlib.c', 86)",184,184,0,0,0,0
"('SDL_keyboard.c', 24)",860,860,28,28,0,0
"('SDL_blit_A.c', 95)",18652,18652,499,499,0,0
"('SDL_assert.c', 4)",352,352,13,13,0,0
"('SDL_blit_0.c', 253)",1672,1672,118,118,0,0
"('SDL_hidapi_switch.c', 291)",2520,2515,62,57,0,0
"('e_log.c', 36)",163,163,4,4,0,0
"('SDL_drawpoint.c', 73)",203,203,3,3,0,0
"('SDL_wave.c', 16)",3399,3394,103,98,0,0
"('SDL_windowevents.c', 28)",329,329,5,5,0,0
"('SDL_sysfilesystem.m', 141)",134,134,9,9,0,0
"('SDL_cocoaopengles.m', 150)",141,141,4,4,0,0
"('SDL_render.c', 217)",9718,9699,375,350,0,0
"('SDL_blendpoint.c', 71)",3145,3145,64,64,0,0
"('SDL_cocoamodes.m', 147)",1203,1199,40,37,0,0
"('SDL_cocoavideo.m', 313)",382,382,6,6,0,0
"('SDL_mixer.c', 15)",372,372,48,48,0,0
"('SDL_systimer.c', 140)",143,143,3,3,0,0
"('SDL_gamecontroller.c', 112)",4324,4314,205,190,0,0
"('SDL_drawpoint.c', 233)",203,203,3,3,0,0
"('SDL_cocoaevents.m', 143)",1020,1016,26,22,0,0
"('SDL_rect.c', 265)",784,784,99,99,0,0
"('SDL_render_gl.c', 63)",4336,4335,111,110,0,0
"('SDL_power.c', 215)",44,44,4,4,0,0
"('SDL_url.c', 54)",8,8,1,1,0,0
"('SDL_dummy_main.c', 322)",1,1,0,0,0,0
"('SDL_syshaptic.c', 298)",1991,1990,56,55,0,0
"('SDL_RLEaccel.c', 251)",7120,7120,818,818,0,0
"('SDL_blendpoint.c', 231)",3145,3145,64,64,0,0
"('SDL_hidapi_gamecube.c', 123)",1687,1687,19,19,0,0
"('SDL_displayevents.c', 20)",44,44,2,2,0,0
"('e_log.c', 196)",163,163,4,4,0,0
"('SDL_hints.c', 167)",307,307,14,14,0,0
"('s_atan.c', 205)",153,153,10,10,0,0
"('SDL_hidapijoystick.c', 295)",1416,1412,60,55,0,0
"('SDL_cocoashape.m', 312)",210,210,0,0,0,0
"('SDL_audiocvt.c', 12)",3388,3387,172,167,0,0
"('SDL_audio.c', 11)",2257,2256,94,92,0,0
"('SDL_rotate.c', 235)",1474,1474,51,51,0,0
"('SDL_dropevents.c', 21)",104,104,5,4,0,0
"('SDL_bmp.c', 260)",1175,1172,116,114,0,0
"('SDL_power.c', 55)",44,44,4,4,0,0
"('k_tan.c', 204)",171,171,6,6,0,0
"('SDL_yuv.c', 110)",4368,4365,250,248,0,0
"('e_atan2.c', 33)",154,154,3,3,0,0
"('SDL_bmp.c', 99)",1175,1172,116,114,0,0
"('SDL_timer.c', 250)",409,409,22,22,0,0
"('SDL_hidapi_rumble.c', 288)",321,321,8,8,0,0
"('SDL_displayevents.c', 180)",44,44,2,2,0,0
"('SDL_hidapi_ps4.c', 125)",1664,1664,41,41,0,0
"('SDL_cocoamouse.m', 309)",951,949,37,34,0,0
"('SDL_nullframebuffer.c', 119)",61,61,2,2,0,0
"('SDL_blit_copy.c', 97)",279,279,23,23,0,0
"('SDL_fillrect.c', 263)",560,560,64,64,0,0
"('SDL_thread.c', 89)",473,473,26,25,0,0
"('SDL_shaders_gles2.c', 67)",22,22,1,1,0,0
"('SDL_sysloadso.c', 277)",48,48,1,1,0,0
"('SDL_yuv_sw.c', 218)",1114,1114,49,48,0,0
"('s_copysign.c', 206)",45,45,0,0,0,0
"('e_fmod.c', 195)",311,311,38,38,0,0
"('s_scalbn.c', 210)",120,120,4,4,0,0
"('SDL_rotate.c', 75)",1474,1474,51,51,0,0
"('SDL_render.c', 57)",9718,9699,375,350,0,0
"('SDL_hidapi_xbox360w.c', 293)",563,563,5,5,0,0
"('SDL_thread.c', 249)",473,473,26,25,0,0
"('SDL_cocoaclipboard.m', 142)",115,115,4,4,0,0
"('SDL_shaders_gles2.c', 227)",22,22,1,1,0,0
"('SDL_dataqueue.c', 5)",481,476,32,27,0,0
"('SDL_syspower.c', 138)",259,259,17,17,0,0
"('SDL_syssem.c', 160)",175,175,7,7,0,0
"('k_rem_pio2.c', 42)",614,614,50,50,0,0
"('SDL_cpuinfo.c', 177)",743,742,10,9,0,0
"('yuv_rgb.c', 111)",25190,25190,522,522,0,0
"('SDL_error.c', 166)",72,72,1,1,0,0
"('s_scalbn.c', 50)",120,120,4,4,0,0
"('s_cos.c', 207)",59,59,1,1,0,0
"('SDL_mfijoystick.m', 297)",3525,3521,140,128,0,0
"('SDL_hidapi_ps5.c', 287)",1874,1874,32,31,0,0
"('SDL_haptic.c', 191)",810,810,46,46,0,0
"('SDL_rwopsbundlesupport.m', 162)",44,44,2,2,0,0
"('SDL_dummysensor.c', 161)",12,12,0,0,0,0
"('SDL_triangle.c', 76)",4068,4065,235,232,0,0
"('SDL_syscond.c', 319)",122,122,7,7,0,0
"('SDL_spinlock.c', 170)",22,22,2,2,0,0
"('s_tan.c', 52)",40,40,1,1,0,0
"('SDL_virtualjoystick.c', 117)",453,453,20,20,0,0
"('SDL_cpuinfo.c', 17)",743,742,10,9,0,0
"('SDL_malloc.c', 84)",96,96,5,5,0,0
"('s_sin.c', 211)",59,59,1,1,0,0
"('e_pow.c', 38)",667,667,28,28,0,0
"('SDL_string.c', 87)",398,398,25,25,0,0
"('SDL_coreaudio.m', 283)",1671,1671,43,43,0,0
"('SDL_dynapi.c', 18)",6904,6904,5,5,0,0
"('SDL_rwops.c', 30)",641,641,26,26,0,0
"('SDL_systimer.c', 301)",143,143,3,3,0,0
"('SDL_triangle.c', 236)",4068,4065,235,232,0,0
"('SDL_mouse.c', 185)",1869,1869,89,86,0,0
"('SDL_atomic.c', 169)",38,38,0,0,0,0
"('SDL_dummyaudio.c', 114)",31,31,0,0,0,0
"('SDL_locale.c', 213)",127,127,14,14,0,0
"('SDL_iconv.c', 243)",140,136,18,14,0,0
"('SDL_joystick.c', 274)",3951,3949,205,202,0,0
"('SDL_hidapi_luna.c', 124)",746,746,14,14,0,0
"('SDL_clipboard.c', 100)",78,78,5,5,0,0
"('SDL_cocoametalview.m', 146)",417,417,1,1,0,0
"('SDL_hidapi_xbox360.c', 292)",472,470,10,8,0,0
"('SDL_cocoametalview.m', 307)",417,417,1,1,0,0
"('SDL_blit.c', 252)",593,593,19,19,0,0
"('SDL_stretch.c', 106)",1239,1239,49,49,0,0
"('SDL_blendfillrect.c', 69)",11864,11768,678,582,0,0
"('SDL_string.c', 247)",398,398,25,25,0,0
"('SDL_stretch.c', 267)",1239,1239,49,49,0,0
"('e_log10.c', 37)",86,86,4,4,0,0
"('SDL_virtualjoystick.c', 278)",453,453,20,20,0,0
"('SDL_sysurl.m', 282)",11,11,0,0,0,0
"('SDL_audiotypecvt.c', 14)",1436,1436,117,117,0,0
"('e_exp.c', 194)",194,194,10,10,0,0
"('e_rem_pio2.c', 199)",302,302,10,10,0,0
"('SDL_sensor.c', 240)",589,589,33,33,0,0
"('SDL_nullvideo.c', 120)",74,74,3,3,0,0
"('SDL_sysloadso.c', 116)",48,48,1,1,0,0
"('SDL_systls.c', 159)",57,57,2,2,0,0
"('SDL_mouse.c', 25)",1869,1869,89,86,0,0
"('SDL_cocoashape.m', 151)",210,210,0,0,0,0
"('SDL.c', 163)",387,387,23,23,0,0
"('SDL_dummyaudio.c', 275)",31,31,0,0,0,0
"('SDL_nullevents.c', 279)",1,1,0,0,0,0
"('SDL_syslocale.m', 300)",62,62,8,8,0,0
"('SDL_nullframebuffer.c', 280)",61,61,2,2,0,0
"('SDL_systls.c', 320)",57,57,2,2,0,0
"('SDL_log.c', 8)",294,294,7,7,0,0
"('SDL_hints.c', 7)",307,307,14,14,0,0
"('SDL_shape.c', 266)",757,757,21,21,0,0
"('SDL_pixels.c', 264)",2291,2291,58,58,0,0
"('SDL_sysmutex.c', 318)",78,78,7,7,0,0
"('SDL_keyboard.c', 184)",860,860,28,28,0,0
"('SDL_blit_auto.c', 257)",17511,17511,1714,1714,0,0
"('SDL_blit_N.c', 256)",26405,-1,1377,-1,0,-1
"('SDL_shape.c', 105)",757,757,21,21,0,0
"('s_floor.c', 49)",131,131,21,21,0,0
"('SDL_blit_copy.c', 258)",279,279,23,23,0,0
"('SDL_windowevents.c', 188)",329,329,5,5,0,0
"('SDL_syspower.c', 299)",259,259,17,17,0,0
"('SDL_render_metal.m', 155)",4191,4188,82,77,0,0
"('SDL_touch.c', 187)",762,762,32,32,0,0
"('SDL_cocoawindow.m', 315)",5287,5280,90,83,0,0
"('SDL_gesture.c', 23)",1564,1560,83,79,0,0
"('SDL_url.c', 214)",8,8,1,1,0,0
"('SDL_quit.c', 26)",79,79,1,1,0,0
"('SDL_hidapi_stadia.c', 128)",435,435,9,9,0,0
"('SDL_shaders_gl.c', 64)",386,386,9,9,0,0
"('SDL_iokitjoystick.c', 135)",1411,1410,70,69,0,0
"('SDL_hidapi_switch.c', 130)",2520,2515,62,57,0,0
"('k_cos.c', 41)",75,75,2,2,0,0
"('SDL_render_gles2.c', 226)",4600,4598,118,115,0,0
"('SDL_vulkan_utils.c', 109)",632,632,26,25,0,0
"('SDL_systhread.c', 156)",218,218,5,5,0,0
"('SDL_syslocale.m', 139)",62,62,8,8,0,0
"('SDL_assert.c', 164)",352,352,13,13,0,0
"('SDL_sysurl.m', 121)",11,11,0,0,0,0
"('s_floor.c', 209)",131,131,21,21,0,0
"('SDL_cocoaopengl.m', 310)",913,913,22,22,0,0
"('SDL_render_metal.m', 316)",4191,4188,82,77,0,0
"('SDL_dropevents.c', 181)",104,104,5,4,0,0
"('SDL_clipboard.c', 261)",78,78,5,5,0,0
"('SDL_wave.c', 176)",3399,3394,103,98,0,0
"('e_fmod.c', 35)",311,311,38,38,0,0
"('SDL_blendfillrect.c', 229)",11864,11768,678,582,0,0
"('SDL_quit.c', 186)",79,79,1,1,0,0
"('k_tan.c', 44)",171,171,6,6,0,0
"('yuv_rgb.c', 272)",25190,25190,522,522,0,0
"('SDL_timer.c', 90)",409,409,22,22,0,0
"('SDL_qsort.c', 245)",2,2,0,0,0,0
"('SDL_cocoakeyboard.m', 144)",803,803,16,16,0,0
"('k_sin.c', 203)",49,49,1,1,0,0
"('SDL_log.c', 168)",294,294,7,7,0,0
"('SDL_hidapi_luna.c', 285)",746,746,14,14,0,0
"('SDL_mixer.c', 175)",372,372,48,48,0,0
"('e_rem_pio2.c', 39)",302,302,10,10,0,0
"('SDL_yuv.c', 271)",4368,4365,250,248,0,0
"('s_tan.c', 212)",40,40,1,1,0,0
"('SDL_blit_0.c', 93)",1672,1672,118,118,0,0
"('e_log10.c', 197)",86,86,4,4,0,0
"('SDL_iokitjoystick.c', 296)",1411,1410,70,69,0,0
"('s_sin.c', 51)",59,59,1,1,0,0
"('SDL_syssem.c', 321)",175,175,7,7,0,0
"('SDL_cocoaopengl.m', 149)",913,913,22,22,0,0
"('SDL_blit_slow.c', 259)",1380,1380,51,51,0,0
"('SDL_shaders_gl.c', 224)",386,386,9,9,0,0
"('e_exp.c', 34)",194,194,10,10,0,0
"('SDL_RLEaccel.c', 91)",7120,7120,818,818,0,0
"('SDL_hidapi_rumble.c', 127)",321,321,8,8,0,0
"('SDL_dummysensor.c', 322)",12,12,0,0,0,0
"('SDL_cocoaclipboard.m', 303)",115,115,4,4,0,0
"('SDL_blit_1.c', 94)",6914,6914,357,357,0,0
"('SDL_syscond.c', 158)",122,122,7,7,0,0
"('SDL_audio.c', 171)",2257,2256,94,92,0,0
"('SDL_atomic.c', 9)",38,38,0,0,0,0
"('SDL_cocoavulkan.m', 153)",256,255,18,17,0,0
"('SDL_cocoaevents.m', 304)",1020,1016,26,22,0,0
"('SDL_blit_slow.c', 98)",1380,1380,51,51,0,0
"('SDL_systhread.c', 317)",218,218,5,5,0,0
"('SDL_strtokr.c', 248)",2,2,0,0,0,0
"('SDL_dataqueue.c', 165)",481,476,32,27,0,0
"('SDL_nullevents.c', 118)",1,1,0,0,0,0
"('SDL_clipboardevents.c', 19)",17,17,1,1,0,0
"('k_sin.c', 43)",49,49,1,1,0,0
"('SDL_nullvideo.c', 281)",74,74,3,3,0,0
"('SDL_rect.c', 104)",784,784,99,99,0,0
"('SDL_rwopsbundlesupport.m', 2)",44,44,2,2,0,0
"('SDL_cocoavulkan.m', 314)",256,255,18,17,0,0
"('SDL_drawline.c', 232)",1549,1549,199,199,0,0
"('SDL_error.c', 6)",72,72,1,1,0,0
FinalResults,538710,493167,24979,22541,0,-2
