FileName,FuncName and Var Id,M2R,Dual,M2R \ Dual,Dual\M2R,Comments
pbeampp.c,primal_bea_mpp-6,set(['34']),set(['34']),set([]),set([]),subset
pbeampp.c,primal_bea_mpp-1,{},{},set([]),set([]),subset
pbeampp.c,primal_bea_mpp-0,set(['44']),set(['44']),set([]),set([]),subset
pbeampp.c,primal_bea_mpp-3,set(['20']),set(['20']),set([]),set([]),subset
pbeampp.c,primal_bea_mpp-2,{},{},set([]),set([]),subset
pbeampp.c,cost_compare-0,set(['7']),set(['7']),set([]),set([]),subset
output.c,write_objective_value-2,{},{},set([]),set([]),subset
output.c,write_objective_value-1,{},{},set([]),set([]),subset
output.c,write_objective_value-0,set(['3']),set(['3']),set([]),set([]),subset
output.c,write_circulations-5,"set(['20', '6'])","set(['20', '6'])",set([]),set([]),subset
output.c,write_circulations-4,set(['3']),set(['3']),set([]),set([]),subset
output.c,write_circulations-3,{},{},set([]),set([]),subset
output.c,write_circulations-2,set(['10']),set(['10']),set([]),set([]),subset
output.c,write_circulations-1,{},{},set([]),set([]),subset
output.c,write_circulations-0,set(['25']),set(['25']),set([]),set([]),subset
readmin.c,read_min-0,set(['60']),set(['60']),set([]),set([]),subset
readmin.c,read_min-1,{},{},set([]),set([]),subset
readmin.c,read_min-2,{},{},set([]),set([]),subset
readmin.c,read_min-3,"set(['26', '38', '50'])","set(['26', '38', '50'])",set([]),set([]),subset
readmin.c,read_min-4,"set(['26', '38'])","set(['26', '38'])",set([]),set([]),subset
readmin.c,read_min-5,"set(['26', '38', '45'])","set(['26', '38', '45'])",set([]),set([]),subset
implicit.c,refreshArcPointers-0,set(['1']),set(['1']),set([]),set([]),subset
implicit.c,price_out_impl-9,set(['16']),set(['16']),set([]),set([]),subset
implicit.c,price_out_impl-3,"set(['80', '73'])","set(['80', '73'])",set([]),set([]),subset
implicit.c,arc_compare-0,set(['7']),set(['7']),set([]),set([]),subset
implicit.c,price_out_impl-11,"set(['38', '29'])","set(['38', '29'])",set([]),set([]),subset
implicit.c,replace_weaker_arc-0,"set(['1', '8', '7'])","set(['1', '8', '7'])",set([]),set([]),subset
implicit.c,replace_weaker_arc-1,set(['1']),set(['1']),set([]),set([]),subset
implicit.c,price_out_impl-14,"set(['59', '55', '42', '56', '51', '29', '61', '63', '66'])","set(['59', '55', '42', '56', '51', '29', '61', '63', '66'])",set([]),set([]),subset
implicit.c,price_out_impl-12,"set(['59', '55', '54', '56', '42', '29', '35', '36', '61'])","set(['59', '55', '54', '56', '42', '29', '35', '36', '61'])",set([]),set([]),subset
implicit.c,price_out_impl-13,"set(['59', '55', '42', '56', '51', '29', '61'])","set(['59', '55', '42', '56', '51', '29', '61'])",set([]),set([]),subset
implicit.c,price_out_impl-10,"set(['61', '42', '29'])","set(['61', '42', '29'])",set([]),set([]),subset
implicit.c,marc_arcs-0,"set(['24', '15', '4'])","set(['24', '15', '4'])",set([]),set([]),subset
implicit.c,price_out_impl-2,"set(['19', '29', '23'])","set(['19', '29', '23'])",set([]),set([]),subset
implicit.c,marc_arcs-3,set(['8']),set(['8']),set([]),set([]),subset
implicit.c,refreshPositions-0,set(['1']),set(['1']),set([]),set([]),subset
implicit.c,refreshPositions-1,{},{},set([]),set([]),subset
implicit.c,marc_arcs-2,"set(['8', '15', '14', '20'])","set(['8', '15', '14', '20'])",set([]),set([]),subset
implicit.c,suspend_impl-0,"set(['17', '6'])","set(['17', '6'])",set([]),set([]),subset
implicit.c,suspend_impl-1,set(['6']),set(['6']),set([]),set([]),subset
implicit.c,suspend_impl-2,set(['14']),set(['14']),set([]),set([]),subset
implicit.c,suspend_impl-3,"set(['20', '17', '6'])","set(['20', '17', '6'])",set([]),set([]),subset
implicit.c,marc_arcs-1,set(['8']),set(['8']),set([]),set([]),subset
implicit.c,price_out_impl-5,"set(['29', '23'])","set(['29', '23'])",set([]),set([]),subset
implicit.c,price_out_impl-6,set(['42']),set(['42']),set([]),set([]),subset
implicit.c,price_out_impl-7,{},{},set([]),set([]),subset
implicit.c,price_out_impl-0,set(['88']),set(['88']),set([]),set([]),subset
implicit.c,resize_prob-1,{},{},set([]),set([]),subset
implicit.c,resize_prob-2,{},{},set([]),set([]),subset
implicit.c,resize_prob-3,set(['7']),set(['7']),set([]),set([]),subset
implicit.c,marc_arcs-4,set(['3']),set(['3']),set([]),set([]),subset
implicit.c,switch_arcs-2,set(['1']),set(['1']),set([]),set([]),subset
implicit.c,switch_arcs-3,set(['1']),set(['1']),set([]),set([]),subset
implicit.c,switch_arcs-0,"set(['1', '12', '6'])","set(['1', '12', '6'])",set([]),set([]),subset
implicit.c,switch_arcs-1,set(['6']),set(['6']),set([]),set([]),subset
implicit.c,price_out_impl-4,"set(['13', '12', '6'])","set(['13', '12', '6'])",set([]),set([]),subset
implicit.c,insert_new_arc-0,set(['1']),set(['1']),set([]),set([]),subset
implicit.c,price_out_impl-8,"set(['68', '38', '29'])","set(['68', '38', '29'])",set([]),set([]),subset
implicit.c,calculate_max_redcost-0,set(['1']),set(['1']),set([]),set([]),subset
implicit.c,resize_prob-0,set(['14']),set(['14']),set([]),set([]),subset
implicit.c,price_out_impl-1,{},{},set([]),set([]),subset
pflowup.c,primal_update_flow-1,set(['8']),set(['8']),set([]),set([]),subset
pflowup.c,primal_update_flow-0,set(['1']),set(['1']),set([]),set([]),subset
spec_qsort.c,swapfunc-6,set(['2']),set(['2']),set([]),set([]),subset
spec_qsort.c,swapfunc-7,set(['2']),set(['2']),set([]),set([]),subset
spec_qsort.c,swapfunc-4,set(['7']),set(['7']),set([]),set([]),subset
spec_qsort.c,swapfunc-5,set(['2']),set(['2']),set([]),set([]),subset
spec_qsort.c,swapfunc-2,set(['11']),set(['11']),set([]),set([]),subset
spec_qsort.c,swapfunc-3,set(['7']),set(['7']),set([]),set([]),subset
spec_qsort.c,swapfunc-0,set(['11']),set(['11']),set([]),set([]),subset
spec_qsort.c,swapfunc-1,set(['11']),set(['11']),set([]),set([]),subset
spec_qsort.c,swapfunc-8,set(['7']),set(['7']),set([]),set([]),subset
spec_qsort.c,spec_qsort-10,set(['30']),set(['30']),set([]),set([]),subset
spec_qsort.c,spec_qsort-11,"set(['39', '38', '54', '52', '1', '41'])","set(['54', '39', '52', '41'])","set(['1', '38'])",set([]),subset
spec_qsort.c,spec_qsort-12,{},{},set([]),set([]),subset
spec_qsort.c,spec_qsort-8,"set(['77', '13', '30'])","set(['77', '13', '30'])",set([]),set([]),subset
spec_qsort.c,spec_qsort-9,"set(['11', '31', '30', '75'])","set(['11', '31', '30', '75'])",set([]),set([]),subset
spec_qsort.c,spec_qsort-2,set(['106']),set(['106']),set([]),set([]),subset
spec_qsort.c,spec_qsort-3,"set(['63', '39', '38', '50', '52'])","set(['63', '39', '38', '50', '52'])",set([]),set([]),subset
spec_qsort.c,spec_qsort-0,set(['1']),set(['1']),set([]),set([]),subset
spec_qsort.c,spec_qsort-1,set(['1']),set(['1']),set([]),set([]),subset
spec_qsort.c,spec_qsort-6,"set(['38', '52'])","set(['38', '52'])",set([]),set([]),subset
spec_qsort.c,spec_qsort-7,"set(['63', '38', '52'])","set(['63', '38', '52'])",set([]),set([]),subset
spec_qsort.c,spec_qsort-4,"set(['39', '38', '50'])","set(['39', '38', '50'])",set([]),set([]),subset
spec_qsort.c,spec_qsort-5,"set(['39', '38'])","set(['39', '38'])",set([]),set([]),subset
FinalResults,Total,201,197,4,****
